249235041	28.5922515	77.0407464	name	Dwarka Sector 12
249235041	28.5922515	77.0407464	network	DMRC
249235041	28.5922515	77.0407464	railway	station
249235042	28.597025	77.0335556	name	Dwarka Sector 13
249235042	28.597025	77.0335556	network	DMRC
249235042	28.597025	77.0335556	railway	station
249235048	28.6149318	77.0227861	name	Dwarka
249235048	28.6149318	77.0227861	network	DMRC
249235048	28.6149318	77.0227861	railway	station
249235048	28.6149318	77.0227861	ref	DWK
249782331	28.6316167	77.2217662		
249782337	28.6306555	77.2196204		
249782343	28.6317977	77.2175879	created_by	JOSM
249782349	28.6339598	77.2177437		
249783257	28.6342586	77.2226111		
249783291	28.6300774	77.2209567		
249783293	28.6298659	77.2195453	highway	traffic_signals
249783302	28.6314266	77.216835	highway	traffic_signals
249783308	28.6343818	77.2171767		
249783313	28.6355903	77.2189148		
249783316	28.6356903	77.2199282	highway	traffic_signals
249786848	28.6204246	77.2188628		
249786899	28.6258728	77.2314803		
249786900	28.6260536	77.2316234		
249786901	28.626159	77.2319197		
249786902	28.6261292	77.2321333		
249786903	28.6252818	77.2319312		
249791931	28.6300528	77.2176478		
249823531	28.602234	77.0259935	name	Dwarka Sector 14
249823531	28.602234	77.0259935	network	DMRC
249823531	28.602234	77.0259935	railway	station
249823541	28.6050854	77.0234006		
249823542	28.6078803	77.0220491		
249823543	28.6114379	77.0218364		
249823544	28.6127314	77.0220826		
249823545	28.6178126	77.0236742		
249823548	28.619327	77.0265477		
249823550	28.6190372	77.0305425		
249823552	28.6192912	77.0332835	name	Dwarka Morh
249823552	28.6192912	77.0332835	network	DMRC
249823552	28.6192912	77.0332835	railway	station
249823556	28.6201524	77.0388995		
249823558	28.6202562	77.0450835	name	Nawada
249823558	28.6202562	77.0450835	network	DMRC
249823558	28.6202562	77.0450835	railway	station
249823559	28.6205197	77.0469795		
249823560	28.6214036	77.0538016		
249823566	28.6217367	77.0557191	name	Uttam Nagar West
249823566	28.6217367	77.0557191	network	DMRC
249823566	28.6217367	77.0557191	railway	station
249823588	28.6232868	77.0614372		
249823589	28.6258774	77.0680991		
249823593	28.6344882	77.0912051		
249823595	28.6356107	77.0937714		
249823596	28.6362031	77.0956067		
249823599	28.6370908	77.0977118		
249823612	28.6394436	77.1025075		
249823619	28.6418102	77.1083625		
249823620	28.6423827	77.1096671		
249823623	28.6443337	77.1138986		
249823624	28.6469882	77.1179412		
249823627	28.6473422	77.1185849		
249823628	28.6476435	77.1192715		
249823630	28.6490372	77.122743	name	Rajouri Garden
249823630	28.6490372	77.122743	network	DMRC
249823630	28.6490372	77.122743	railway	station
249823634	28.6517109	77.127743		
249823635	28.652725	77.1316569	name	Ramesh Nagar
249823635	28.652725	77.1316569	network	DMRC
249823635	28.652725	77.1316569	railway	station
249823642	28.6549101	77.1372614		
249823644	28.6584413	77.143699		
249823646	28.6587097	77.1444558		
249823647	28.6579552	77.1472471		
249823649	28.6437838	77.1713708		
249823650	28.6420772	77.174726		
249823652	28.64213	77.1761165		
249823663	28.6452188	77.1972274		
249823665	28.6449175	77.1985921		
249823666	28.6430946	77.2026519		
249823667	28.642266	77.2038621		
252584137	28.6372565	77.2218368		
252584144	28.6365645	77.222283		
252584153	28.6362698	77.2224893		
252584163	28.6354272	77.2231707		
252584173	28.6347479	77.2239329		
252584182	28.6339132	77.2254203		
252584193	28.6331806	77.2269702		
252584204	28.6301512	77.2333937		
252584214	28.6291734	77.2353731		
252584224	28.6272514	77.2386744		
252584232	28.6268425	77.2394085		
267075194	28.6166883	77.2313633		
267196273	28.6201199	77.2194031		
267196320	28.621239	77.2219632		
267197828	28.6217474	77.2317046		
267197829	28.6228107	77.2317481		
267197830	28.6205269	77.2267514		
267198386	28.6302083	77.2176919		
267198387	28.6304694	77.2177472		
267198388	28.6302691	77.2180705		
267198389	28.6301884	77.21782		
267198390	28.6337353	77.2218582		
267198392	28.6349018	77.219887		
267198394	28.6340068	77.2198637		
267198395	28.6321789	77.2185156		
267198396	28.6320885	77.21821		
267247447	28.6336364	77.2238933		
267247448	28.6336363	77.2241271		
267247449	28.6336118	77.2243091		
267247450	28.6330175	77.2254587		
267247451	28.6329052	77.2255432		
267247452	28.6326259	77.2254639		
267247453	28.631706	77.2248313		
267247454	28.6316249	77.2247024		
267247455	28.6315149	77.2241251		
267247456	28.6314336	77.2240419		
267247457	28.6314863	77.2239292		
267247458	28.6307237	77.223352		
267247459	28.6316641	77.2234857		
267247460	28.631874	77.2228506		
267247461	28.6301099	77.2263441		
267247462	28.6319595	77.2266222		
267247463	28.6309453	77.2259205		
267247464	28.6335558	77.2233761		
267247465	28.6330569	77.2234339		
267247466	28.632876	77.2235766		
267247467	28.6327994	77.224623		
267247468	28.6332801	77.2250066		
267249899	28.6263	77.2067984		
267249900	28.6263092	77.2064545		
267249901	28.6263867	77.2062531		
267249902	28.6265267	77.2060728		
267249903	28.6267787	77.2059287		
267249904	28.6269516	77.2059063		
267249905	28.627124	77.2059306		
267249906	28.627342	77.2060623		
267249907	28.6275037	77.2062803		
267249908	28.62758	77.2065219		
267249909	28.6275786	77.2067833		
267249910	28.6274897	77.2070431		
267249911	28.6273459	77.207227		
267249912	28.627086	77.2073711		
267249913	28.6268656	77.2073859		
267249914	28.6266773	77.2073284		
267249915	28.6264738	77.207169		
267249916	28.6263636	77.2069983		
267249917	28.6263031	77.2077104		
267249918	28.6236536	77.2123007		
267249934	28.6239642	77.2130956		
267249935	28.6274399	77.2076452		
267249939	28.627308	77.2075964		
267249940	28.6260742	77.2322465		
267249941	28.6259986	77.232337		
267249942	28.6258771	77.2324172		
267249943	28.6256183	77.2324362		
267249944	28.6255378	77.2324045		
267249945	28.625399	77.2322903		
267249946	28.6253236	77.2321632		
267249947	28.6253186	77.2317484		
267249948	28.6254167	77.2315886		
267249949	28.6256247	77.2314615		
267249950	28.62579	77.2314556		
267249951	28.6254993	77.2315176		
267249962	28.6217659	77.2161061		
267250972	28.6289344	77.2265252	highway	traffic_signals
267250973	28.6279904	77.2258057		
267250974	28.6276712	77.2254891		
267250975	28.6273474	77.2251051		
267250978	28.6263842	77.2233833		
267250979	28.6263093	77.2230946		
267250980	28.6262105	77.2225675		
267250981	28.626324	77.219329		
267250982	28.626356	77.2182529		
267250983	28.6262832	77.2179667		
267250985	28.6259924	77.2172815		
267250986	28.6259131	77.2170481		
267250987	28.6258668	77.2165888		
267250988	28.6259462	77.2161972		
267250989	28.6260453	77.2160165		
267250990	28.6261383	77.2158896		
267250991	28.6264737	77.2158498		
267250992	28.6266071	77.2158282		
267250993	28.6267525	77.2156776		
267250994	28.6270117	77.215321	highway	traffic_signals
267250995	28.6271094	77.2151656		
267250996	28.6271962	77.214799		
267250997	28.6271239	77.2145349		
267250998	28.6257743	77.2115663		
267250999	28.6257292	77.2114352		
267251000	28.624611	77.2106326		
267251001	28.62931	77.217165		
267251002	28.6298397	77.2166045		
267251003	28.6281323	77.2126972		
267251004	28.6268197	77.2117449		
267251005	28.6267283	77.2116269		
267251006	28.626771	77.2107525		
267251007	28.628692	77.2106225		
267251008	28.6261776	77.2107216		
267251009	28.6264799	77.213104		
267251010	28.6260095	77.2133757		
267251011	28.6255172	77.2142816		
267251012	28.622055	77.2167558		
